Strategy,Average Expectation,Elapsed Time,Memory,Expectation_0,Expectation_1,Expectation_2,Expectation_3,Expectation_4,Expectation_5,Expectation_6,Expectation_7,Expectation_8,Expectation_9,Expectation_10,Expectation_11,Expectation_12,Expectation_13,SECURITY_Prob_Pos_0,SECURITY_Prob_Pos_1,SECURITY_Prob_Pos_2,SECURITY_Prob_Pos_3,SECURITY_Prob_Pos_4,SECURITY_Prob_Pos_5,SECURITY_Prob_Pos_6,SECURITY_Prob_Pos_7,SECURITY_Prob_Pos_8,SECURITY_Prob_Pos_9,SECURITY_Prob_Pos_10,SECURITY_Prob_Pos_11,SECURITY_Prob_Pos_12,SECURITY_Prob_Pos_13,NORMAL_Prob_Pos_0,NORMAL_Prob_Pos_1,NORMAL_Prob_Pos_2,NORMAL_Prob_Pos_3,NORMAL_Prob_Pos_4,NORMAL_Prob_Pos_5,NORMAL_Prob_Pos_6,NORMAL_Prob_Pos_7,NORMAL_Prob_Pos_8,NORMAL_Prob_Pos_9,NORMAL_Prob_Pos_10,NORMAL_Prob_Pos_11,NORMAL_Prob_Pos_12,NORMAL_Prob_Pos_13,RISKY_Prob_Pos_0,RISKY_Prob_Pos_1,RISKY_Prob_Pos_2,RISKY_Prob_Pos_3,RISKY_Prob_Pos_4,RISKY_Prob_Pos_5,RISKY_Prob_Pos_6,RISKY_Prob_Pos_7,RISKY_Prob_Pos_8,RISKY_Prob_Pos_9,RISKY_Prob_Pos_10,RISKY_Prob_Pos_11,RISKY_Prob_Pos_12,RISKY_Prob_Pos_13,Layout_Pos_0,Layout_Pos_1,Layout_Pos_2,Layout_Pos_3,Layout_Pos_4,Layout_Pos_5,Layout_Pos_6,Layout_Pos_7,Layout_Pos_8,Layout_Pos_9,Layout_Pos_10,Layout_Pos_11,Layout_Pos_12,Layout_Pos_13,Layout_Pos_14,Circle
Optimal_MDP,7.775714285714286,3.077652931213379,2.8125,15.27,13.262,11.534,13.76,11.99,9.927,8.134,5.936,3.985,1.932,4.833,3.676,2.571,2.05,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,False
Optimal_QLearning,11.452014285714288,42.21149015426636,9.28125,20.1603,18.1728,16.4121,19.6069,19.4063,16.3051,14.2695,6.0274,4.0103,1.9849,8.9592,6.9884,5.0128,3.0122,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,False
Always_Security,8.575999999999999,3.276262044906616,0.640625,16.819,15.059,12.599,14.025,11.887,9.921,7.785,5.869,4.068,2.038,8.111,5.972,3.933,1.978,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,False
Always_Normal,18.846214285714286,7.05654501914978,0.796875,29.165,29.884,24.689,29.1,28.827,25.612,23.979,22.028,12.605,6.921,12.099,9.782,5.722,3.434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,False
Always_Risky,62.09871428571429,23.0981183052063,0.703125,100.0,100.0,76.86,92.523,90.507,86.586,88.485,66.65,44.357,22.551,44.504,27.414,16.803,12.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,False
Random,22.470142857142857,11.231959819793701,0.59375,38.923,35.888,28.029,35.445,34.587,32.32,30.557,24.483,15.106,6.414,14.124,8.804,6.329,3.573,0.3441503154749042,0.3612562360971394,0.3176815584323713,0.2963267635493226,0.3042459025755239,0.2887678413540482,0.2922928533454848,0.3372511822280876,0.30210688591983553,0.3060144927536231,0.292540755040755,0.3108395989974937,0.26463104325699743,0.14124293785310732,0.355602532504588,0.34040604516643586,0.3296457828308253,0.3503578188538772,0.32642080760120845,0.3601764136246895,0.3930383724462673,0.32195370064885076,0.35388831791709496,0.3385217391304348,0.3766945516945516,0.34160401002506274,0.40458015267175573,0.3531073446327684,0.3002471520205073,0.2983377187364248,0.3526726587368025,0.3533154175968005,0.36933328982326746,0.35105574502126224,0.314668774208248,0.3407951171230618,0.3440047961630696,0.35546376811594205,0.33076469326469327,0.34755639097744356,0.33078880407124683,0.5056497175141242,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,False
